0.26237485,  0.4148141 , -0.99671093,  0.26237485, -0.4764004 , -0.99333304, -0.81844725, -0.16154501, -0.4148141 , -0.99975584
0.71487643,  0.32810808,  0.83772956,  0.50636564, -0.4764004 ,-0.26237485, -0.83772956,  0.75488383,  -0.81844725, 0.32810808       
0.26237485, -0.75488383, -0.4764004 , -0.99671093, -0.4764004 ,-0.81844725, -0.81844725, -0.83772956, -0.99890886, -0.50636564
0.71487643, -0.88954061, -0.96812277,  0.81844725,  0.83772956,-0.66510151, -0.16154501,  0.99671093,  0.23853951, -0.26237485
0.97052802, -0.69039764, -0.31884634, -0.75488383,  0.63901801, 0.4764004 , -0.50636564, -0.32810808, -0.32810808, -0.68328373
0.50636564,  0.57664426,  0.99586998, -0.81844725,  0.22902277,-0.06876332, -0.50636564,  0.4764004 ,  0.18579099, -0.85091936
-0.89396965,  0.46330709,  0.83772956,  0.8732973 ,  0.22902277,-0.06876332, -0.95893283,  0.61217801,  0.49790112,  0.42826439
-0.99386867, -0.65035654,  0.97505936,  0.97052802,  0.58461328,-0.16154501,  0.91885001, -0.32810808, -0.84303445, -0.34653635
-0.04418245, -0.23853951,  0.97284029,  0.99975584,  0.58461328,0.44587117, -0.81844725,  0.17119658, -0.71839485,  0.08857887
-0.99386867, -0.49790112,  0.72516923, -0.37420714,  0.26237485,0.38326595,  0.5925263 , -0.97052802,  0.23853951, -0.13250114
